title,author,publisher,description,new_this_week,weeks_on_list,isbn,image_url,scrape_date
GRATEFUL AMERICAN,Gary Sinise with Marcus Brotherton,Thomas Nelson,The Oscar-nominated actor describes how he has entertained troops and helped veterans.,True,,1404110828,https://storage.googleapis.com/du-prd/books/images/9781400208128.jpg,2019-02-26
BAD BLOOD,John Carreyrou,Knopf,"The rise and fall of Theranos, the biotech startup that failed to deliver on its promise to make blood testing more efficient.",True,28.0,152473165X,https://storage.googleapis.com/du-prd/books/images/9781524731663.jpg,2019-02-26
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,60.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2019-02-26
BORN A CRIME,Trevor Noah,Spiegel & Grau,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,True,34.0,0399588175,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,2019-02-26
THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,The story of a secret plot to kill George Washington in 1776.,True,6.0,1250130336,https://storage.googleapis.com/du-prd/books/images/9781250130334.jpg,2019-02-26
MAID,Stephanie Land,Hachette,An unexpected pregnancy forces the author to navigate challenges faced by the working poor.,True,4.0,0316505110,https://storage.googleapis.com/du-prd/books/images/9780316505116.jpg,2019-02-26
WOMEN ROWING NORTH,Mary Pipher,Bloomsbury,"Reflections on the ageism, misogyny and loss that women might encounter as they grow older.",True,5.0,1632869608,https://storage.googleapis.com/du-prd/books/images/9781632869609.jpg,2019-02-26
THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,The story of the 1986 fire at the Los Angeles Public Library provides a backdrop to the evolution and purpose of libraries.,True,13.0,1476740186,https://storage.googleapis.com/du-prd/books/images/9781476740188.jpg,2019-02-26
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,65.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2019-02-26
MIDNIGHT IN CHERNOBYL,Adam Higginbotham,Simon & Schuster,"An account of the 1986 disaster at the Chernobyl nuclear power plant, based on hundreds of hours of interviews.",True,,1501134647,https://storage.googleapis.com/du-prd/books/images/9781501134647.jpg,2019-02-26
LET ME FINISH,Chris Christie with Ellis Henican,Hachette,The former governor of New Jersey describes his relationship with President Trump and the tensions among others close to the president.,True,3.0,0316421790,https://storage.googleapis.com/du-prd/books/images/9780316421799.jpg,2019-02-26
SHORTEST WAY HOME,Pete Buttigieg,Liveright,"A memoir by the current mayor of South Bend, Ind., and the first openly gay Democratic candidate to run for president of the United States.",True,,1631494368,https://storage.googleapis.com/du-prd/books/images/9781631494369.jpg,2019-02-26
A SERIAL KILLER'S DAUGHTER,Kerri Rawson,Thomas Nelson,A woman rebuilds her life after she learns her father is the infamous killer known as BTK.,True,3.0,1400201764,https://storage.googleapis.com/du-prd/books/images/9781400201761.jpg,2019-02-26
THE THREAT,Andrew G. McCabe,St. Martin's,The former deputy director of the F.B.I. describes major events of his career and the ways the agency works to protect Americans.,True,,1250207576,https://storage.googleapis.com/du-prd/books/images/9781250207579.jpg,2019-03-05
BECOMING,Michelle Obama,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",True,15.0,1524763136,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,2019-03-05
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,53.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2019-03-05
SPEARHEAD,Adam Makos,Ballantine,"An American tank gunner faces enemies in Cologne, Germany, during World War II.",True,,0804176728,https://storage.googleapis.com/du-prd/books/images/9780804176729.jpg,2019-03-05
BAD BLOOD,John Carreyrou,Knopf,"The rise and fall of Theranos, the biotech startup that failed to deliver on its promise to make blood testing more efficient.",True,29.0,152473165X,https://storage.googleapis.com/du-prd/books/images/9781524731663.jpg,2019-03-05
GRATEFUL AMERICAN,Gary Sinise with Marcus Brotherton,Thomas Nelson,The Oscar-nominated actor describes how he has entertained troops and helped veterans.,True,2.0,1404110828,https://storage.googleapis.com/du-prd/books/images/9781400208128.jpg,2019-03-05
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,61.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2019-03-05
THE UNINHABITABLE EARTH,David Wallace-Wells,Tim Duggan,"How climate-related crises may cause food shortages, refugee emergencies and other catastrophes.",True,,0525576703,https://storage.googleapis.com/du-prd/books/images/9780525576709.jpg,2019-03-05
BORN A CRIME,Trevor Noah,Spiegel & Grau,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,True,35.0,0399588175,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,2019-03-05
MAID,Stephanie Land,Hachette,An unexpected pregnancy forces the author to navigate challenges faced by the working poor.,True,5.0,0316505110,https://storage.googleapis.com/du-prd/books/images/9780316505116.jpg,2019-03-05
FIVE PRESIDENTS,Clint Hill with Lisa McCubbin,Gallery Books,A retired Secret Service agent discusses his experience with presidents from Eisenhower to Ford.,True,7.0,1476794138,https://storage.googleapis.com/du-prd/books/images/9781476794174.jpg,2019-03-05
THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,The story of a secret plot to kill George Washington in 1776.,True,7.0,1250130336,https://storage.googleapis.com/du-prd/books/images/9781250130334.jpg,2019-03-05
NEVER ENOUGH,Judith Grisel,Doubleday,A former drug user who became a neuroscientist gives insights on addiction.,True,,0385542844,https://storage.googleapis.com/du-prd/books/images/9780385542845.jpg,2019-03-05
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,66.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2019-03-05
IN THE CLOSET OF THE VATICAN,Frédéric Martel,Bloomsbury Continuum,"The cover-up of sexual abuse, the clerical culture of secrecy and the double lives of priests in the Roman Catholic Church.",True,,1472966155,https://storage.googleapis.com/du-prd/books/images/9781472966155.jpg,2019-03-05
BECOMING,Michelle Obama,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",True,16.0,1524763136,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,2019-03-12
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,54.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2019-03-12
THE THREAT,Andrew G. McCabe,St. Martin's,The former deputy director of the F.B.I. describes major events of his career and the ways the agency works to protect Americans.,True,2.0,1250207576,https://storage.googleapis.com/du-prd/books/images/9781250207579.jpg,2019-03-12
BAD BLOOD,John Carreyrou,Knopf,"The rise and fall of Theranos, the biotech startup that failed to deliver on its promise to make blood testing more efficient.",True,30.0,152473165X,https://storage.googleapis.com/du-prd/books/images/9781524731663.jpg,2019-03-12
SAY NOTHING,Patrick Radden Keefe,Doubleday,A look at the conflict in Northern Ireland known as the Troubles.,True,,0385521316,https://storage.googleapis.com/du-prd/books/images/9780385521314.jpg,2019-03-12
WOMEN ROWING NORTH,Mary Pipher,Bloomsbury,"Reflections on the ageism, misogyny and loss that women might encounter as they grow older.",True,6.0,1632869608,https://storage.googleapis.com/du-prd/books/images/9781632869609.jpg,2019-03-12
GRATEFUL AMERICAN,Gary Sinise with Marcus Brotherton,Thomas Nelson,The Oscar-nominated actor describes how he has entertained troops and helped veterans.,True,3.0,1404110828,https://storage.googleapis.com/du-prd/books/images/9781400208128.jpg,2019-03-12
SPEARHEAD,Adam Makos,Ballantine,"An American tank gunner faces enemies in Cologne, Germany, during World War II.",True,2.0,0804176728,https://storage.googleapis.com/du-prd/books/images/9780804176729.jpg,2019-03-12
BORN A CRIME,Trevor Noah,Spiegel & Grau,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,True,36.0,0399588175,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,2019-03-12
BEAUTIFUL BOY,David Sheff,Mariner,A father struggles with his son's meth addiction.,True,4.0,0547347928,https://storage.googleapis.com/du-prd/books/images/9780618683352.jpg,2019-03-12
THE UNINHABITABLE EARTH,David Wallace-Wells,Tim Duggan,"How climate-related crises may cause food shortages, refugee emergencies and other catastrophes.",True,2.0,0525576703,https://storage.googleapis.com/du-prd/books/images/9780525576709.jpg,2019-03-12
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,62.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2019-03-12
THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch,Flatiron,The story of a secret plot to kill George Washington in 1776.,True,8.0,1250130336,https://storage.googleapis.com/du-prd/books/images/9781250130334.jpg,2019-03-12
THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,The story of the 1986 fire at the Los Angeles Public Library provides a backdrop to the evolution and purpose of libraries.,True,14.0,1476740186,https://storage.googleapis.com/du-prd/books/images/9781476740188.jpg,2019-03-12
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,67.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2019-03-12
BECOMING,Michelle Obama,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",True,17.0,1524763136,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,2019-03-19
THE CASE FOR TRUMP,Victor Davis Hanson,Basic,A defense stating that the current president adopted several traditional conservative positions.,True,,1541673549,https://storage.googleapis.com/du-prd/books/images/9781541673540.jpg,2019-03-19
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,55.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2019-03-19
BORN A CRIME,Trevor Noah,Spiegel & Grau,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,True,37.0,0399588175,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,2019-03-19
BAD BLOOD,John Carreyrou,Knopf,"The rise and fall of Theranos, the biotech startup that failed to deliver on its promise to make blood testing more efficient.",True,31.0,152473165X,https://storage.googleapis.com/du-prd/books/images/9781524731663.jpg,2019-03-19
THE UNINHABITABLE EARTH,David Wallace-Wells,Tim Duggan,"How climate-related crises may cause food shortages, refugee emergencies and other catastrophes.",True,3.0,0525576703,https://storage.googleapis.com/du-prd/books/images/9780525576709.jpg,2019-03-19
THE THREAT,Andrew G. McCabe,St. Martin's,The former deputy director of the F.B.I. describes major events of his career and the ways the agency works to protect Americans.,True,3.0,1250207576,https://storage.googleapis.com/du-prd/books/images/9781250207579.jpg,2019-03-19
SAY NOTHING,Patrick Radden Keefe,Doubleday,A look at the conflict in Northern Ireland known as the Troubles.,True,2.0,0385521316,https://storage.googleapis.com/du-prd/books/images/9780385521314.jpg,2019-03-19
SPEARHEAD,Adam Makos,Ballantine,"An American tank gunner faces enemies in Cologne, Germany, during World War II.",True,3.0,0804176728,https://storage.googleapis.com/du-prd/books/images/9780804176729.jpg,2019-03-19
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,63.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2019-03-19
WOMEN ROWING NORTH,Mary Pipher,Bloomsbury,"Reflections on the ageism, misogyny and loss that women might encounter as they grow older.",True,7.0,1632869608,https://storage.googleapis.com/du-prd/books/images/9781632869609.jpg,2019-03-19
THE UNIVERSAL CHRIST,Richard Rohr,Convergent,An exploration of the meaning of Jesus Christ.,True,,1524762091,https://storage.googleapis.com/du-prd/books/images/9781524762094.jpg,2019-03-19
MOSTLY SUNNY,Janice Dean,Harper,"The ""Fox & Friends"" meteorologist describes overcoming sexist bosses and health issues.",True,,0062877577,https://storage.googleapis.com/du-prd/books/images/9780062877574.jpg,2019-03-19
MADAME FOURCADE'S SECRET WAR,Lynne Olson,Random House,A 31-year-old French mother led an intelligence organization that worked against Hitler and the Gestapo.,True,,0812994760,https://storage.googleapis.com/du-prd/books/images/9780812994766.jpg,2019-03-19
